timestamp,status
1774496806.4116552,Looking Away
1774496806.4811525,Attentive
1774496806.5773923,Attentive
1774496806.6509197,Attentive
1774496806.7309988,Attentive
1774496806.8109014,Attentive
1774496806.877728,Attentive
1774496806.958705,Attentive
1774496807.038788,Attentive
1774496807.0850053,Cheating
1774496807.151818,Attentive
1774496807.2275245,Attentive
1774496807.31275,Attentive
1774496807.392559,Attentive
1774496807.4706364,Attentive
1774496807.5641482,Attentive
1774496807.6472192,Attentive
1774496807.745818,Attentive
1774496807.825359,Attentive
1774496807.9112298,Attentive
1774496808.0108926,Attentive
1774496808.0864868,Attentive
1774496808.164031,Attentive
1774496808.2443404,Attentive
1774496808.317194,Attentive
1774496808.411087,Attentive
1774496808.4796996,Attentive
1774496808.5592499,Attentive
1774496808.640055,Attentive
1774496808.7117436,Attentive
1774496808.7786446,Attentive
1774496808.868221,Attentive
1774496808.9441113,Attentive
1774496809.0190916,Attentive
1774496809.108682,Attentive
1774496809.1590476,Looking Away 
1774496809.2018602,Looking Away 
1774496809.229077,Looking Away 
1774496809.2602618,Looking Away 
1774496809.296884,Looking Away 
1774496809.3775377,Attentive
1774496809.450559,Attentive
1774496809.5276406,Attentive
1774496809.608104,Attentive
1774496809.6840172,Attentive
1774496809.7591474,Attentive
1774496809.8517432,Attentive
1774496809.9492803,Attentive
1774496810.0387642,Attentive
1774496810.121872,Attentive
1774496810.2063432,Attentive
1774496810.2848272,Attentive
1774496810.3716104,Attentive
1774496810.4656665,Attentive
1774496810.5447817,Attentive
1774496810.581178,Looking Away 
1774496810.6696348,Attentive
1774496810.7444215,Attentive
1774496810.8381135,Attentive
1774496810.927472,Attentive
1774496811.0113814,Attentive
1774496811.1113904,Attentive
1774496811.1945293,Attentive
1774496811.269812,Attentive
1774496811.3461766,Attentive
1774496811.428039,Attentive
1774496811.482536,Attentive
1774496811.5281117,Looking Away 
1774496811.5505514,Looking Away 
1774496811.5848033,Looking Away 
1774496811.6104507,Looking Away 
1774496811.6454077,Looking Away 
1774496811.670091,Looking Away 
1774496811.706755,Looking Away 
1774496811.7425013,Looking Away 
1774496811.7653263,Looking Away 
1774496811.7946715,Looking Away 
1774496811.8200188,Looking Away 
1774496811.8440473,Looking Away 
1774496811.8807669,Looking Away 
1774496811.9074533,Looking Away 
1774496811.942595,Looking Away 
1774496811.9767232,Looking Away 
1774496812.0199323,Looking Away 
1774496812.1243546,Looking Away 
1774496812.238506,Attentive
1774496812.3365571,Attentive
1774496812.4139173,Attentive
1774496812.4922633,Attentive
1774496812.5835135,Attentive
1774496812.6784472,Attentive
1774496812.7517862,Attentive
1774496812.8137226,Attentive
1774496812.8974228,Attentive
1774496812.9700027,Attentive
1774496813.0536857,Attentive
1774496813.1338315,Attentive
1774496813.210936,Attentive
1774496813.2959676,Attentive
1774496813.3806198,Attentive
1774496813.452814,Attentive
1774496813.5329397,Attentive
1774496813.6159115,Attentive
1774496813.6897883,Attentive
1774496813.7777603,Attentive
1774496813.8784842,Attentive
1774496813.9592545,Attentive
1774496814.0757606,Attentive
1774496814.4589517,Attentive
1774496814.5495431,Attentive
1774496814.625708,Attentive
1774496814.702359,Attentive
1774496814.778306,Attentive
1774496814.861182,Attentive
1774496814.949814,Attentive
1774496815.03896,Attentive
1774496815.1152322,Attentive
1774496815.1985557,Attentive
1774496815.2776916,Attentive
1774496815.337571,Attentive
1774496815.4278843,Attentive
1774496815.54974,Attentive
1774496815.6218877,Attentive
1774496815.7099402,Looking Away 
1774496815.7845123,Looking Away
1774496815.8777478,Looking Away
1774496815.9162114,Blinking
1774496816.0133297,Looking Away
1774496816.0949178,Looking Away
1774496816.127507,Blinking
1774496816.1931221,Looking Away
1774496816.273098,Attentive
1774496816.3630688,Attentive
1774496816.460682,Attentive
1774496816.5049396,Looking Away 
1774496816.6017525,Attentive
1774496816.7134714,Attentive
1774496816.791093,Attentive
1774496816.8605304,Attentive
1774496816.94531,Attentive
1774496817.0305696,Attentive
1774496817.230762,Attentive
