timestamp,status
1770959370.081105,Blinking
1770959370.1179426,Blinking
1770959370.1530168,Blinking
1770959370.179605,Blinking
1770959370.2148912,Blinking
1770959370.2364197,Blinking
1770959370.2813835,Blinking
1770959370.397223,Attentive
1770959370.4805677,Attentive
1770959370.5611649,Attentive
1770959370.6475554,Attentive
1770959370.7564769,Attentive
1770959370.8451483,Attentive
1770959370.9508803,Attentive
1770959371.0188994,Attentive
1770959371.0900817,Attentive
1770959371.1494665,Attentive
1770959371.2135348,Attentive
1770959371.280836,Attentive
1770959371.3958426,Attentive
1770959371.4960191,Attentive
1770959371.5633192,Attentive
1770959371.631313,Attentive
1770959371.7843595,Attentive
1770959371.8639157,Attentive
1770959371.931333,Attentive
1770959372.008869,Attentive
1770959372.0827782,Attentive
1770959372.1587868,Attentive
1770959372.221463,Attentive
1770959372.2803347,Attentive
1770959372.3452306,Attentive
1770959372.429616,Attentive
1770959372.4968104,Attentive
1770959372.5579617,Attentive
1770959372.6167388,Attentive
1770959372.68084,Attentive
1770959372.760032,Attentive
1770959372.8299463,Attentive
1770959372.8951294,Attentive
1770959372.9557946,Attentive
1770959373.029582,Attentive
1770959373.097357,Attentive
1770959373.1803198,Attentive
1770959373.26457,Attentive
1770959373.3481877,Attentive
1770959373.4134543,Attentive
1770959373.5023417,Attentive
1770959373.5966084,Attentive
1770959373.6812124,Attentive
1770959373.7570982,Attentive
1770959373.8303223,Attentive
1770959373.9134796,Attentive
1770959374.0126703,Attentive
1770959374.080123,Attentive
1770959374.1470084,Attentive
1770959374.265405,Attentive
1770959374.3486824,Attentive
1770959374.429535,Attentive
1770959374.5128703,Attentive
1770959374.597897,Attentive
1770959374.6802921,Attentive
1770959374.7426052,Attentive
1770959374.8299139,Attentive
1770959374.8973243,Attentive
1770959374.9799867,Attentive
1770959375.047285,Attentive
1770959375.1452448,Attentive
1770959375.228957,Attentive
1770959375.3458009,Attentive
1770959375.4110243,Attentive
1770959375.4644246,Attentive
1770959375.5462348,Attentive
1770959375.614533,Attentive
1770959375.6961088,Attentive
1770959375.7632296,Attentive
1770959375.8311145,Attentive
1770959375.9135635,Attentive
1770959375.9969466,Attentive
1770959376.0951953,Attentive
1770959376.180764,Attentive
1770959376.2481005,Attentive
1770959376.3472543,Attentive
1770959376.4318466,Attentive
1770959376.5129566,Attentive
1770959376.5803432,Attentive
1770959376.6417863,Attentive
1770959376.7142494,Attentive
1770959376.8219953,Attentive
1770959376.8979328,Attentive
1770959377.0820136,Attentive
1770959377.1630569,Attentive
1770959377.2468147,Attentive
1770959377.3306463,Attentive
1770959377.4150562,Attentive
1770959377.5116284,Attentive
1770959377.590894,Attentive
1770959377.6666398,Attentive
1770959377.7477756,Attentive
