timestamp,status
1773291045.8732822,Attentive
1773291045.98466,Attentive
1773291046.0857728,Attentive
1773291046.156471,Attentive
1773291046.2233858,Attentive
1773291046.3068247,Attentive
1773291046.4146354,Attentive
1773291046.4733348,Attentive
1773291046.5573819,Attentive
1773291046.6400073,Attentive
1773291046.707058,Attentive
1773291046.7923596,Attentive
1773291046.8735676,Attentive
1773291046.9423394,Attentive
1773291047.0237625,Attentive
1773291047.090021,Attentive
1773291047.158026,Attentive
1773291047.2442653,Attentive
1773291047.3227694,Attentive
1773291047.4078982,Attentive
1773291047.4849434,Attentive
1773291047.5576365,Attentive
1773291047.6399307,Attentive
1773291047.7091217,Attentive
1773291047.7905395,Attentive
1773291047.873375,Attentive
1773291047.957589,Attentive
1773291048.0230844,Attentive
1773291048.1126742,Attentive
1773291048.2094376,Attentive
1773291048.3887284,Attentive
1773291048.4579043,Attentive
1773291048.5396516,Attentive
1773291048.6242294,Attentive
1773291048.689585,Attentive
1773291048.7772582,Attentive
1773291048.8601975,Attentive
1773291048.9561622,Attentive
1773291049.0234356,Attentive
1773291049.101599,Attentive
1773291049.165218,Attentive
