timestamp,status
1774936904.5183356,Typing/Reading
1774936904.578628,Typing/Reading
1774936904.6220992,Looking Away 
1774936904.6560087,Looking Away 
1774936904.7373195,Attentive
1774936904.821812,Attentive
1774936904.8987443,Attentive
1774936904.9830859,Attentive
1774936905.0676427,Attentive
1774936905.1837974,Attentive
1774936905.3164577,Attentive
1774936905.4168773,Attentive
1774936905.7060149,Attentive
1774936905.81978,Attentive
1774936905.9484708,Attentive
1774936906.0576143,Attentive
1774936906.1569836,Looking Away
1774936906.2612877,Looking Away
1774936906.3456404,Attentive
1774936906.3859391,Blinking
1774936906.4657629,Attentive
1774936906.5477316,Attentive
1774936906.6463552,Attentive
1774936906.8650706,Attentive
1774936906.9863384,Attentive
1774936907.0910492,Attentive
1774936907.1935961,Attentive
1774936907.3589194,Attentive
1774936907.39619,Looking Away 
1774936907.47754,Attentive
1774936907.556377,Attentive
1774936907.641247,Attentive
1774936907.8056366,Attentive
1774936907.898818,Attentive
1774936907.974117,Attentive
1774936908.0538292,Attentive
1774936908.1373773,Attentive
1774936908.215549,Attentive
1774936908.31694,Attentive
1774936908.3961964,Attentive
1774936908.4809825,Attentive
1774936908.5686288,Attentive
1774936908.653384,Attentive
1774936908.7422469,Attentive
1774936908.8272076,Attentive
1774936908.9048572,Attentive
1774936908.9875486,Attentive
1774936909.065241,Attentive
1774936909.1440666,Attentive
1774936909.2232993,Attentive
1774936909.3122277,Attentive
1774936909.387053,Attentive
1774936909.466959,Attentive
1774936909.5464704,Attentive
1774936909.626194,Attentive
1774936909.8150976,Attentive
1774936909.899647,Attentive
1774936909.989777,Attentive
1774936910.067776,Attentive
1774936910.1506493,Attentive
1774936910.2406774,Attentive
1774936910.3364878,Attentive
1774936910.4205925,Attentive
1774936910.5149806,Attentive
1774936910.5948966,Attentive
1774936910.6664205,Attentive
1774936910.742765,Attentive
1774936910.8116415,Attentive
1774936910.9207034,Attentive
1774936911.1458106,Attentive
1774936911.2237635,Attentive
