timestamp,status
1772977725.9609702,Looking Away
1772977726.0370586,Looking Away
1772977726.150458,Looking Away
1772977726.1829824,Blinking
1772977726.2163622,Blinking
1772977726.241887,Blinking
1772977726.2635448,Blinking
1772977726.4370127,Looking Away
1772977726.5253751,Looking Away
1772977726.6251767,Looking Away
1772977726.6569686,Blinking
1772977726.687552,Blinking
1772977726.7231069,Blinking
1772977726.8093772,Blinking
1772977726.8466117,Blinking
1772977726.880867,Blinking
1772977726.907643,Blinking
1772977726.9324121,Blinking
1772977727.091053,Looking Away
1772977727.1729455,Looking Away
1772977727.2621777,Looking Away
1772977727.338157,Looking Away
1772977727.4157264,Looking Away
1772977727.4881642,Attentive
1772977727.571387,Attentive
1772977727.6558034,Looking Away
1772977727.7466757,Attentive
1772977727.8276877,Attentive
1772977727.9110389,Looking Away
1772977727.9962354,Looking Away
1772977728.0820296,Attentive
1772977728.1656466,Looking Away
1772977728.2285576,Looking Away
1772977728.3212514,Attentive
1772977728.4196606,Attentive
1772977728.5169322,Attentive
1772977728.5768185,Attentive
1772977728.6597414,Attentive
1772977728.738271,Looking Away
1772977728.774385,Blinking
1772977728.8511126,Attentive
1772977728.9376864,Attentive
1772977729.017796,Looking Away
1772977729.095349,Attentive
1772977729.1639595,Looking Away
1772977729.228481,Attentive
1772977729.309874,Looking Away
1772977729.3830125,Attentive
1772977729.4447634,Attentive
1772977729.5267282,Attentive
1772977729.612669,Attentive
1772977729.7035687,Looking Away
1772977729.7793114,Looking Away
1772977729.8605254,Attentive
1772977729.967271,Looking Away
1772977730.0548658,Attentive
1772977730.141166,Attentive
1772977730.2384353,Looking Away
1772977730.3075235,Attentive
1772977730.392655,Attentive
1772977730.4718435,Looking Away
1772977730.708968,Attentive
1772977730.9689007,Attentive
1772977731.044142,Attentive
1772977731.1249218,Attentive
1772977731.195881,Attentive
1772977731.2695236,Attentive
1772977731.3496325,Attentive
1772977731.4250674,Attentive
1772977731.5061438,Attentive
1772977731.5873687,Attentive
1772977731.6770787,Attentive
1772977731.7443242,Attentive
1772977731.9217384,Attentive
1772977731.9930773,Attentive
1772977732.0608675,Attentive
1772977732.1475751,Attentive
1772977732.2275066,Attentive
1772977732.2976255,Attentive
1772977732.3663588,Attentive
1772977732.4382982,Attentive
1772977732.5047522,Attentive
1772977732.5744314,Attentive
1772977732.6416738,Attentive
1772977732.7272742,Attentive
1772977732.7947316,Attentive
1772977732.872548,Attentive
1772977732.937644,Attentive
1772977733.038165,Attentive
1772977733.1230538,Attentive
1772977733.2015133,Attentive
1772977733.2400568,Blinking
1772977733.304537,Attentive
1772977733.3979003,Attentive
1772977733.4773092,Attentive
1772977733.553636,Attentive
1772977733.5857873,Blinking
1772977733.6445744,Attentive
1772977733.7374523,Attentive
1772977733.76765,Blinking
1772977733.788837,Blinking
1772977733.9046857,Attentive
1772977733.9276047,Blinking
1772977733.9938831,Attentive
1772977734.0699558,Attentive
1772977734.142228,Attentive
1772977734.1798263,Blinking
1772977734.2501495,Attentive
1772977734.3276458,Attentive
1772977734.3932228,Attentive
1772977734.4736292,Attentive
1772977734.5540175,Attentive
1772977734.6548333,Attentive
1772977734.7382736,Attentive
1772977734.8102052,Attentive
1772977734.8905768,Attentive
1772977734.9884574,Attentive
1772977735.0713916,Attentive
1772977735.1550407,Attentive
1772977735.2382941,Attentive
1772977735.3242455,Attentive
1772977735.4050832,Attentive
1772977735.474227,Attentive
1772977735.553376,Attentive
1772977735.6298397,Attentive
1772977735.705203,Attentive
1772977735.771135,Attentive
1772977735.8546264,Attentive
1772977735.931365,Attentive
1772977736.0157502,Attentive
1772977736.0802968,Attentive
1772977736.1613617,Attentive
1772977736.2253127,Attentive
1772977736.3103275,Attentive
1772977736.3744886,Attentive
1772977736.4711835,Attentive
1772977736.5416875,Attentive
1772977736.6193485,Attentive
1772977736.6894977,Attentive
1772977736.7725432,Attentive
1772977736.805988,Blinking
1772977736.8406806,Blinking
1772977736.8710983,Blinking
1772977736.8988798,Blinking
1772977736.9339612,Blinking
1772977737.00425,Attentive
1772977737.0362456,Blinking
1772977737.1191647,Attentive
1772977737.19105,Attentive
1772977737.2726219,Attentive
1772977737.3397112,Attentive
1772977737.4265718,Attentive
1772977737.4545035,Blinking
1772977737.4918482,Blinking
1772977737.528298,Blinking
1772977737.5650134,Blinking
1772977737.62654,Attentive
1772977737.7039652,Attentive
1772977737.7352676,Blinking
1772977737.787633,Blinking
1772977737.8173854,Blinking
1772977737.9081972,Attentive
1772977737.9890094,Attentive
1772977738.01788,Blinking
1772977738.0542328,Blinking
1772977738.0841722,Blinking
1772977738.1654208,Attentive
1772977738.198808,Blinking
1772977738.2373095,Blinking
1772977738.2666173,Blinking
1772977738.3415656,Attentive
1772977738.4081693,Attentive
1772977738.481089,Attentive
1772977738.554071,Attentive
1772977738.835655,Attentive
1772977738.980699,Attentive
1772977739.0110235,Blinking
1772977739.0394745,Blinking
1772977739.0559103,Blinking
1772977739.085551,Blinking
1772977739.1132267,Blinking
1772977739.186648,Attentive
1772977739.2593627,Attentive
1772977739.3321333,Attentive
1772977739.4144769,Attentive
1772977739.5000522,Attentive
1772977739.5790198,Attentive
1772977739.6790612,Attentive
1772977739.76058,Attentive
1772977739.9641771,Attentive
1772977740.0794237,Attentive
1772977740.1712685,Attentive
1772977740.2007987,Blinking
1772977740.260412,Attentive
1772977740.3438551,Attentive
1772977740.3757317,Blinking
1772977740.4029932,Blinking
1772977740.4648883,Blinking
1772977740.494419,Blinking
1772977740.555431,Attentive
1772977740.6413302,Blinking
