timestamp,status
1770021985.4515743,Blinking
1770021985.5554037,Looking Away
1770021985.7732363,Looking Away
1770021985.967214,Looking Away
1770021986.051169,Looking Away
1770021986.1202228,Looking Away
1770021986.1994321,Looking Away
1770021986.2806404,Looking Away
1770021986.3594742,Looking Away
1770021986.417252,Looking Away
1770021986.498139,Looking Away
1770021986.5585172,Blinking
1770021986.6763422,Attentive
1770021986.7475164,Attentive
1770021986.7927935,Blinking
1770021986.8661683,Looking Away
1770021986.9516153,Looking Away
1770021987.0301435,Looking Away
1770021987.1262062,Looking Away
1770021987.2037585,Looking Away
1770021987.2756264,Looking Away
1770021987.348502,Looking Away
1770021987.4350395,Looking Away
1770021987.5225399,Looking Away
1770021987.6124253,Looking Away
1770021987.6875873,Looking Away
1770021987.8178368,Looking Away
1770021987.9577525,Looking Away
1770021988.1072354,Looking Away
1770021988.2622783,Looking Away
1770021988.400971,Looking Away
1770021988.4875724,Looking Away
1770021988.6396637,Looking Away
1770021988.7967455,Looking Away
1770021988.9490771,Looking Away
1770021989.03895,Looking Away
1770021989.1778598,Looking Away
1770021989.2901316,Looking Away
1770021989.3833423,Looking Away
1770021989.4820077,Looking Away
1770021989.5898254,Looking Away
1770021989.7261243,Looking Away
1770021989.8615603,Looking Away
1770021989.9937444,Looking Away
1770021990.1376796,Looking Away
1770021990.2889621,Looking Away
1770021990.427393,Looking Away
1770021990.5659742,Looking Away
1770021990.985958,Looking Away
1770021991.0838559,Looking Away
1770021991.1871655,Looking Away
1770021991.2834663,Looking Away
1770021991.3912663,Looking Away
1770021991.6499827,Looking Away
1770021991.766091,Looking Away
1770021991.8698425,Looking Away
1770021991.9822097,Looking Away
1770021992.1213696,Looking Away
1770021992.2495196,Looking Away
1770021992.3518944,Looking Away
1770021992.4900415,Looking Away
1770021992.5956254,Looking Away
1770021992.6984625,Looking Away
1770021992.783421,Looking Away
1770021992.8876333,Looking Away
1770021993.0563076,Looking Away
1770021993.1433086,Looking Away
1770021993.2532847,Looking Away
1770021993.3954918,Looking Away
1770021993.539035,Looking Away
1770021993.6419387,Looking Away
1770021993.743834,Looking Away
1770021993.9172778,Looking Away
1770021994.0503247,Looking Away
1770021994.199246,Looking Away
1770021994.3502507,Looking Away
1770021994.5027637,Looking Away
1770021994.5955133,Looking Away
1770021994.7028468,Looking Away
1770021994.8470092,Looking Away
1770021994.9852767,Looking Away
1770021995.1289852,Looking Away
1770021995.4100137,Looking Away
1770021995.630905,Looking Away
1770021995.7471871,Looking Away
1770021995.8287835,Looking Away
1770021995.8667839,Looking Away
1770021995.9183953,Looking Away
1770021995.9646385,Looking Away
1770021996.0201356,Looking Away
1770021996.0877712,Looking Away
1770021996.1723187,Looking Away
1770021996.260855,Looking Away
1770021996.3360367,Looking Away
1770021996.3858724,Blinking
1770021996.5114663,Looking Away
1770021996.6012025,Looking Away
1770021996.6690328,Looking Away
1770021996.755409,Looking Away
1770021996.8253613,Looking Away
1770021996.9044175,Looking Away
1770021997.00144,Looking Away
1770021997.0641086,Looking Away
1770021997.1456208,Looking Away
1770021997.2162144,Looking Away
1770021997.286703,Looking Away
1770021997.3673563,Looking Away
1770021997.4367516,Looking Away
1770021997.517493,Looking Away
1770021997.5975885,Looking Away
1770021997.67343,Looking Away
1770021997.7531168,Looking Away
1770021997.8141131,Looking Away
1770021997.893872,Looking Away
1770021997.9741533,Looking Away
1770021998.0664592,Looking Away
1770021998.164453,Looking Away
1770021998.2272708,Looking Away
1770021998.302798,Looking Away
1770021998.3716252,Looking Away
1770021998.466159,Looking Away
1770021998.556737,Looking Away
1770021998.7718105,Looking Away
1770021998.8493536,Looking Away
1770021998.954734,Looking Away
1770021999.0318313,Looking Away
