timestamp,status
1772978058.750626,Blinking
1772978058.8250232,Blinking
1772978058.99474,Attentive
1772978059.0686817,Attentive
1772978059.139143,Attentive
1772978059.2333589,Attentive
1772978059.3210292,Attentive
1772978059.3851323,Attentive
1772978059.479762,Attentive
1772978059.5684595,Attentive
1772978059.6448283,Attentive
1772978059.7257285,Attentive
1772978059.8227,Attentive
1772978059.901344,Attentive
1772978059.9341135,Blinking
1772978059.9990776,Attentive
1772978060.0693505,Attentive
1772978060.1334298,Attentive
1772978060.2178793,Attentive
1772978060.291899,Attentive
1772978060.3701189,Attentive
1772978060.540487,Attentive
1772978060.6053545,Attentive
1772978060.7041357,Attentive
1772978060.7760303,Attentive
1772978060.8553152,Attentive
1772978060.9374633,Attentive
1772978061.0343204,Attentive
1772978061.1075172,Attentive
1772978061.1883066,Attentive
1772978061.2535355,Attentive
1772978061.3401158,Attentive
1772978061.4238899,Attentive
1772978061.4646685,Blinking
1772978061.5529442,Attentive
1772978061.627952,Attentive
1772978061.7081869,Attentive
1772978061.771687,Attentive
1772978061.797385,Blinking
1772978061.8744068,Attentive
1772978061.95983,Attentive
1772978062.0227401,Attentive
1772978062.097856,Attentive
1772978062.1598392,Attentive
1772978062.1912086,Blinking
1772978062.2170758,Blinking
1772978062.3110108,Attentive
1772978062.3832414,Attentive
1772978062.4033856,Blinking
1772978062.4966116,Attentive
1772978062.6062965,Attentive
1772978062.7073233,Attentive
1772978062.7544727,Blinking
1772978062.7886903,Blinking
1772978062.8106437,Blinking
1772978062.8481162,Blinking
1772978062.8804417,Blinking
1772978062.938254,Blinking
1772978063.023824,Attentive
1772978063.3826506,Attentive
